description,assigned_team
"Urgent. Hi, I'm completely locked out and can't start my day. Can you take a look?",Identity & Access
"Question about disk encryption (BitLocker). Hi team, Please push the standard software bundle to my freshly imaged laptop. When can this be fixed?",Endpoint Management
"Not working. Hey, My machine froze and now it won't boot properly. Can you take a look?",Hardware
Issue. Suddenly I'm blocked from a shared resource I need for work. When can this be fixed?,Security
"access to the finance folder. Hi team, Offboarding: please disable all access for an employee who left today. Please advise.",Identity & Access
"my headset. My laptop fell and the screen is now cracked, need a replacement. Let me know what's needed.",Hardware
"Request: the switch in the server room. Hi, The switch in the server room keeps dropping every few minutes. Thanks in advance.",Network
"Question about a possible malware infection. Hi, A possible malware infection I received and did not expect. Also, a possible malware infection that I think is a scam.",Security
"Urgent. Hey, Remote access isn't working, I can't reach anything internal.",Endpoint Management
"the Kubernetes cluster. Hi, The kubernetes cluster is stuck in 'pending'.",Cloud & Infrastructure
"Not working. Hey, The screen keeps going black and I have to restart constantly. When can this be fixed?",Hardware
"Help needed. Hello, Laptop restarts on its own in the middle of my work. Let me know what's needed.",Endpoint Management
"Question. Hello, Remote access isn't working, I can't reach anything internal.",Network
"my password. Hey, My password needs read access to the finance share. Appreciate any help.",Identity & Access
"Question about the accounting software. Hey, The accounting software shows the wrong totals on the report.",Applications
"Urgent: the device enrollment. Hello, After the latest patch my laptop boots to a black screen. When can this be fixed?",Endpoint Management
"Urgent: the new joiner's account. Hey, The new joiner's account needs admin rights for the deployment tool. Appreciate any help.",Identity & Access
"Help needed. Hi team, An email is asking me to verify my account, looks off to me. When can this be fixed?",Email & Collaboration
"Urgent. Good morning, Remote access isn't working, I can't reach anything internal. Thanks in advance.",Network
"Question. Hi, Working remotely and nothing internal will load, was fine yesterday. When can this be fixed?",Security
"Problem: the replication slave. Hey, The replication slave shows replication lag of several hours.",Database
"Question. Hello, My machine froze and now it won't boot properly. Let me know what's needed.",Hardware
"Urgent. Hey, I can't make or receive any calls since this morning. Thanks in advance.",Telephony
"Problem: the management policy. Hello, After the latest patch my laptop boots to a black screen. Appreciate any help.",Endpoint Management
"Help needed — the laptop battery. Hi team, The laptop battery won't charge past 1%. Can you take a look?",Hardware
"Not working. Hi, I get 'you don't have permission' on a folder I used to reach. Thanks in advance.",Identity & Access
"Problem: the Oracle instance. Restoring the staging DB from yesterday's dump for a test, can you assist. Please advise.",Database
"Issue. Permission error opening the drive, I had access last week. This is blocking my work.",Identity & Access
"Help needed — the internal HR portal. Hi, The internal hr portal shows a blank screen on the dashboard tab. Let me know what's needed.",Applications
Request: the production PostgreSQL instance. The production postgresql instance is running out of disk on the data volume. Can you take a look?,Database
"the DLP policy. Hey, Got an alert that someone signed into my account from Brazil at 3am. Let me know what's needed.",Security
After this morning my laptop just isn't behaving normally. Please advise.,Endpoint Management
"Problem: the blob storage. Hi team, The blob storage won't scale up under load. Appreciate any help.",Cloud & Infrastructure
"the Teams channel. Good morning, The teams channel isn't receiving external email. Also, the Teams channel isn't receiving external email. Thanks in advance.",Email & Collaboration
"the staging environment. Hey, Staging environment is down after the last deploy, can you roll it back. Also, the staging environment is running at 100% CPU.",Cloud & Infrastructure
"Urgent: my password. Hi team, Please grant me read access to the \\fileserver\finance share. Can you take a look?",Identity & Access
"Question. Hello, People can't reach me and my calls keep dropping after a second. Thanks in advance.",Telephony
"Help needed. Hi, It won't accept my credentials since the weekend.",Identity & Access
"Issue with the expense app. Hello, Please install the latest version of the design suite on my machine. This is blocking my work.",Applications
"Issue. Hey, An email is asking me to verify my account, looks off to me. Let me know what's needed.",Email & Collaboration
"Urgent: the guest network. Good morning, The guest network has very high latency. Appreciate any help.",Network
"Request: the firewall rule for the payment vendor. Good morning, Please review whether this attachment is safe before I open it. Also, the firewall rule for the payment vendor that looks like account takeover. Please advise.",Security
"my voicemail. Hello, Need my desk phone calls forwarded to my mobile while I travel next week. Please advise.",Telephony
"Request: the firewall rule for the payment vendor. Good morning, Reporting a colleague's account that is sending spam to the whole company. This is blocking my work.",Security
"the firewall rule for the payment vendor. I clicked a link in an email before realising it was fake, what should I do. Appreciate any help.",Security
"Help needed — the SharePoint site. Hello, The sharepoint site won't send messages and they stay in Outbox. Let me know what's needed.",Email & Collaboration
"Problem. Hi, Everything is really slow today, the whole floor is affected. When can this be fixed?",Database
"Issue. Hi, Performance is terrible right now, everyone is complaining. Can you take a look?",Cloud & Infrastructure
"Question about my desk phone. Hi team, My desk phone shows the wrong caller ID. Can you take a look?",Telephony
